Transaction_ID,Customer_ID,Transaction_Date,Store_ID,Product_Category,Amount,Quantity,Promotion_Applied
T20433,C1009,2025-02-21,S103,Grocery,356.51,8,No
T20434,C1194,2025-03-26,S103,Bakery,52.39,7,No
T20435,C1117,2024-09-27,S103,Bakery,162.26,3,No
T20436,C1269,2025-03-17,S110,Bakery,484.49,6,Yes
T20437,C1079,2024-10-25,S103,Electronics,134.86,9,No
T20438,C1092,2024-10-21,S109,Clothing,159.96,7,No
T20439,C1265,2025-01-06,S104,Grocery,419.07,3,Yes
T20440,C1256,2025-04-08,S107,Beverages,29.86,6,Yes
T20441,C1132,2025-05-28,S109,Clothing,234.98,4,No
T20442,C1275,2025-05-20,S107,Electronics,192.91,3,No
T20443,C1263,2025-06-17,S109,Clothing,161.71,9,No
T20444,C1170,2024-12-20,S103,Clothing,146.42,10,Yes
T20445,C1000,2024-12-12,S104,Electronics,50.23,2,Yes
T20446,C1063,2025-04-27,S108,Bakery,160.84,1,Yes
T20447,C1283,2025-04-01,S106,Bakery,26.31,2,No
T20448,C1120,2024-12-06,S105,Grocery,391.58,7,Yes
T20449,C1106,2025-02-14,S104,Grocery,202.12,10,No
T20450,C1174,2025-02-12,S108,Bakery,224.73,1,Yes
T20451,C1203,2024-12-14,S101,Beverages,447.33,6,Yes
T20452,C1164,2025-03-25,S109,Clothing,330.74,7,Yes
T20453,C1119,2025-03-30,S101,Beverages,8.99,9,No
T20454,C1043,2024-08-01,S108,Clothing,471.87,8,No
T20455,C1155,2025-04-25,S104,Bakery,122.39,6,No
T20456,C1206,2025-04-05,S109,Grocery,58.27,3,No
T20457,C1107,2024-10-24,S105,Grocery,385.22,8,Yes
T20458,C1250,2024-06-24,S103,Beverages,252.74,7,No
T20459,C1129,2024-12-17,S109,Grocery,219.72,3,Yes
T20460,C1292,2025-02-09,S109,Bakery,128.5,9,No
T20461,C1019,2025-03-13,S104,Beverages,276.0,2,No
T20462,C1281,2025-06-08,S104,Clothing,140.82,3,Yes
T20463,C1284,2025-06-19,S108,Grocery,451.28,2,Yes
T20464,C1000,2024-11-18,S102,Electronics,111.53,1,No
T20465,C1118,2024-07-24,S109,Grocery,442.76,4,No
T20466,C1034,2025-05-11,S106,Clothing,281.91,5,Yes
T20467,C1197,2025-01-23,S109,Beverages,415.1,6,Yes
T20468,C1244,2024-09-18,S108,Clothing,357.86,5,Yes
T20469,C1058,2024-12-17,S107,Electronics,349.86,1,Yes
T20470,C1160,2025-04-08,S101,Bakery,165.55,3,Yes
T20471,C1178,2025-02-04,S103,Grocery,120.78,1,No
T20472,C1205,2024-06-30,S102,Beverages,109.39,5,No
T20473,C1011,2024-09-11,S105,Bakery,429.31,5,No
T20474,C1275,2024-11-25,S105,Clothing,411.11,6,No
T20475,C1180,2024-12-19,S105,Beverages,223.08,8,Yes
T20476,C1241,2024-09-23,S104,Bakery,70.54,10,Yes
T20477,C1215,2024-07-06,S105,Beverages,194.21,1,Yes
T20478,C1250,2024-11-24,S103,Electronics,311.58,4,No
T20479,C1298,2024-12-12,S101,Electronics,229.93,10,Yes
T20480,C1125,2024-10-14,S105,Grocery,391.19,1,Yes
T20481,C1216,2024-06-25,S109,Grocery,498.82,9,No
T20482,C1284,2025-01-20,S109,Electronics,99.61,7,No
T20483,C1184,2025-04-02,S104,Beverages,232.53,7,No
T20484,C1038,2024-11-20,S103,Electronics,218.34,5,Yes
T20485,C1222,2025-01-30,S101,Grocery,155.72,7,Yes
T20486,C1183,2024-08-25,S102,Electronics,103.06,2,No
T20487,C1177,2024-10-04,S108,Electronics,37.52,4,No
T20488,C1293,2025-04-29,S101,Beverages,444.12,7,Yes
T20489,C1150,2024-10-08,S108,Bakery,212.83,3,No
T20490,C1125,2025-01-05,S107,Grocery,250.96,2,Yes
T20491,C1233,2025-04-19,S108,Beverages,458.89,10,No
T20492,C1007,2025-04-06,S106,Electronics,389.26,2,No
T20493,C1128,2024-08-27,S109,Electronics,69.6,1,No
T20494,C1263,2025-05-16,S103,Bakery,284.88,5,Yes
T20495,C1156,2025-05-31,S110,Grocery,223.91,6,Yes
T20496,C1004,2024-10-27,S104,Grocery,399.62,6,No
T20497,C1085,2024-06-28,S106,Clothing,363.5,9,Yes
T20498,C1174,2024-07-07,S108,Grocery,346.75,4,No
T20499,C1289,2025-05-11,S105,Bakery,173.57,1,No
T20500,C1192,2025-02-15,S103,Clothing,403.46,6,Yes
T20501,C1118,2024-11-01,S106,Clothing,30.93,5,Yes
T20502,C1217,2024-08-26,S104,Electronics,84.01,10,Yes
T20503,C1113,2024-11-28,S109,Electronics,171.13,6,Yes
T20504,C1144,2024-12-12,S103,Grocery,43.02,3,No
T20505,C1025,2025-02-23,S104,Clothing,121.32,2,Yes
T20506,C1135,2024-10-12,S107,Electronics,415.92,6,Yes
T20507,C1231,2024-08-27,S107,Bakery,474.38,1,No
T20508,C1075,2025-05-30,S104,Electronics,155.78,7,No
T20509,C1288,2025-05-18,S106,Electronics,135.94,7,No
T20510,C1000,2024-10-21,S103,Clothing,143.55,10,No
T20511,C1146,2025-05-18,S106,Clothing,142.47,7,Yes
T20512,C1286,2024-12-20,S102,Beverages,22.79,10,Yes
T20513,C1141,2025-05-17,S108,Bakery,463.82,1,No
T20514,C1052,2024-09-13,S102,Clothing,110.78,4,No
T20515,C1068,2025-02-16,S107,Grocery,212.9,7,Yes
T20516,C1089,2025-01-12,S109,Bakery,9.8,9,Yes
T20517,C1219,2025-05-25,S101,Bakery,429.69,5,Yes
T20518,C1191,2024-12-03,S108,Clothing,366.92,2,Yes
T20519,C1062,2025-01-16,S107,Bakery,473.64,7,Yes
T20520,C1072,2024-12-05,S106,Clothing,391.9,10,No
T20521,C1160,2025-02-02,S106,Electronics,160.28,1,No
T20522,C1168,2025-01-08,S106,Beverages,127.7,7,No
T20523,C1088,2025-05-16,S109,Electronics,350.37,6,No
T20524,C1175,2024-10-16,S102,Clothing,185.24,7,Yes
T20525,C1268,2024-12-05,S101,Clothing,285.28,10,No
T20526,C1072,2025-06-02,S106,Electronics,8.1,3,Yes
T20527,C1244,2024-11-09,S110,Grocery,35.63,3,Yes
T20528,C1076,2024-09-24,S108,Grocery,270.01,7,Yes
T20529,C1158,2024-12-20,S103,Grocery,285.21,2,Yes
T20530,C1097,2025-03-11,S110,Clothing,376.97,1,Yes
T20531,C1101,2024-08-23,S101,Bakery,70.32,9,Yes
T20532,C1131,2024-07-01,S109,Clothing,259.03,9,Yes
T20533,C1101,2024-08-31,S101,Bakery,101.25,7,No
T20534,C1018,2025-02-26,S103,Electronics,51.13,7,Yes
T20535,C1081,2025-05-04,S108,Beverages,208.2,3,No
T20536,C1278,2024-09-28,S103,Bakery,85.85,10,No
T20537,C1128,2024-08-02,S104,Grocery,114.78,2,Yes
T20538,C1088,2024-10-27,S108,Clothing,162.19,7,Yes
T20539,C1212,2025-02-07,S101,Electronics,133.4,9,No
T20540,C1142,2025-04-08,S106,Grocery,48.36,1,No
T20541,C1064,2024-08-15,S101,Electronics,49.51,4,No
T20542,C1075,2024-09-29,S101,Beverages,100.66,6,No
T20543,C1198,2024-08-06,S108,Clothing,30.03,7,Yes
T20544,C1142,2024-11-23,S104,Clothing,315.1,10,Yes
T20545,C1092,2024-06-25,S101,Beverages,147.23,7,Yes
T20546,C1223,2024-11-09,S110,Clothing,143.47,10,No
T20547,C1290,2024-08-29,S107,Bakery,169.34,2,Yes
T20548,C1101,2024-07-10,S105,Electronics,333.08,4,No
T20549,C1266,2025-02-23,S105,Grocery,435.96,5,Yes
T20550,C1109,2024-11-10,S101,Beverages,380.75,1,No
T20551,C1264,2024-09-26,S110,Bakery,365.13,1,Yes
T20552,C1002,2025-03-28,S106,Grocery,244.77,10,Yes
T20553,C1084,2025-01-04,S109,Grocery,348.43,3,No
T20554,C1281,2025-03-27,S109,Beverages,278.62,10,No
T20555,C1116,2024-10-06,S108,Bakery,112.04,3,No
T20556,C1220,2024-11-21,S105,Grocery,108.25,8,No
T20557,C1153,2025-06-09,S101,Grocery,151.71,9,No
T20558,C1152,2025-03-31,S109,Bakery,455.85,1,Yes
T20559,C1011,2024-09-10,S101,Clothing,275.97,2,No
T20560,C1132,2025-01-05,S108,Grocery,368.28,10,Yes
T20561,C1292,2025-01-16,S105,Electronics,176.55,2,Yes
T20562,C1299,2025-04-10,S103,Bakery,206.82,4,Yes
T20563,C1227,2024-10-08,S107,Grocery,67.15,2,Yes
T20564,C1270,2025-04-23,S107,Beverages,89.79,7,Yes
T20565,C1042,2025-06-17,S109,Electronics,414.54,9,No
T20566,C1020,2024-11-23,S107,Grocery,294.5,7,No
T20567,C1106,2024-10-02,S103,Electronics,172.08,6,Yes
T20568,C1116,2025-06-07,S101,Electronics,402.41,10,Yes
T20569,C1123,2024-11-24,S108,Clothing,127.03,1,No
T20570,C1280,2024-08-16,S103,Electronics,488.14,10,No
T20571,C1291,2024-12-13,S108,Clothing,175.68,9,Yes
T20572,C1202,2025-03-02,S108,Bakery,171.97,5,No
T20573,C1050,2025-06-15,S105,Clothing,159.4,5,No
T20574,C1270,2024-08-10,S101,Beverages,65.45,6,No
T20575,C1276,2024-12-26,S110,Grocery,60.01,9,Yes
T20576,C1140,2025-04-13,S107,Bakery,325.81,8,No
T20577,C1274,2024-12-08,S110,Bakery,438.18,8,Yes
T20578,C1289,2025-05-05,S105,Beverages,396.31,8,Yes
T20579,C1051,2024-10-26,S108,Clothing,74.85,1,Yes
T20580,C1026,2025-06-02,S109,Grocery,275.06,1,Yes
T20581,C1156,2024-10-16,S107,Clothing,57.27,8,Yes
T20582,C1238,2025-05-22,S107,Electronics,27.42,5,No
T20583,C1155,2025-01-01,S101,Clothing,329.91,9,Yes
T20584,C1290,2024-12-23,S104,Bakery,269.9,2,Yes
T20585,C1135,2024-12-25,S102,Grocery,45.6,9,Yes
T20586,C1143,2025-04-22,S102,Clothing,22.29,8,No
T20587,C1105,2025-04-30,S102,Grocery,494.93,9,No
T20588,C1157,2024-10-01,S104,Grocery,19.86,4,No
T20589,C1145,2025-06-06,S101,Electronics,225.04,1,No
T20590,C1001,2025-03-05,S104,Electronics,254.79,1,No
T20591,C1076,2024-11-07,S102,Bakery,63.05,5,No
T20592,C1131,2024-09-24,S105,Beverages,88.69,2,No
T20593,C1089,2025-03-18,S103,Grocery,179.14,8,Yes
T20594,C1262,2025-03-04,S108,Beverages,382.03,10,Yes
T20595,C1107,2025-06-22,S104,Bakery,256.01,5,No
T20596,C1073,2024-12-18,S101,Grocery,320.76,5,Yes
T20597,C1038,2025-01-10,S101,Grocery,492.66,2,Yes
T20598,C1158,2025-02-05,S110,Beverages,385.16,7,No
T20599,C1070,2024-07-27,S103,Clothing,220.01,8,Yes
T20600,C1240,2025-06-03,S109,Electronics,225.99,10,Yes
T20601,C1297,2024-09-10,S107,Clothing,311.29,1,No
T20602,C1035,2025-03-30,S102,Beverages,334.36,2,Yes
T20603,C1083,2024-12-17,S109,Electronics,252.85,10,No
T20604,C1262,2025-06-05,S110,Clothing,324.21,4,No
T20605,C1171,2025-01-29,S102,Electronics,16.65,5,Yes
T20606,C1172,2024-10-10,S103,Grocery,217.66,2,Yes
T20607,C1046,2025-02-22,S110,Clothing,143.07,1,Yes
T20608,C1140,2025-03-25,S102,Electronics,68.94,9,No
T20609,C1117,2025-06-11,S103,Electronics,54.28,1,No
T20610,C1276,2025-05-05,S106,Electronics,303.58,4,No
T20611,C1213,2025-05-03,S109,Clothing,264.18,2,Yes
T20612,C1219,2024-09-08,S109,Bakery,130.52,4,Yes
T20613,C1025,2024-08-05,S107,Clothing,238.12,8,No
T20614,C1008,2024-10-19,S103,Beverages,248.65,8,Yes
T20615,C1270,2024-08-14,S104,Clothing,101.53,9,Yes
T20616,C1009,2024-09-21,S106,Electronics,327.79,5,No
T20617,C1120,2025-06-19,S105,Grocery,391.56,7,No
T20618,C1124,2024-10-29,S102,Clothing,396.77,3,Yes
T20619,C1169,2024-07-05,S106,Clothing,303.22,10,No
T20620,C1071,2025-03-27,S103,Electronics,258.26,4,Yes
T20621,C1151,2025-05-12,S108,Grocery,35.2,10,No
T20622,C1207,2024-10-08,S102,Grocery,147.48,9,No
T20623,C1048,2024-07-17,S101,Beverages,51.17,10,No
T20624,C1153,2024-08-24,S109,Clothing,482.09,10,Yes
T20625,C1292,2024-11-05,S103,Grocery,71.86,1,Yes
T20626,C1067,2024-09-03,S101,Grocery,80.13,2,No
T20627,C1049,2025-03-20,S107,Bakery,445.34,5,No
T20628,C1151,2025-03-21,S110,Bakery,472.24,3,No
T20629,C1018,2025-02-17,S105,Grocery,384.09,2,Yes
T20630,C1099,2024-10-01,S105,Beverages,7.68,1,No
T20631,C1059,2025-04-17,S101,Grocery,5.67,10,No
T20632,C1166,2025-03-25,S109,Electronics,192.16,3,No
T20633,C1201,2025-05-06,S107,Clothing,75.98,1,No
T20634,C1145,2024-11-20,S108,Beverages,14.1,1,Yes
T20635,C1163,2025-03-12,S109,Electronics,234.71,1,Yes
T20636,C1241,2025-05-14,S106,Beverages,471.82,8,No
T20637,C1068,2025-06-04,S105,Electronics,165.29,3,Yes
T20638,C1174,2025-03-30,S106,Clothing,332.26,1,Yes
T20639,C1048,2024-09-04,S102,Clothing,327.86,7,Yes
T20640,C1107,2024-07-28,S104,Bakery,129.28,10,No
T20641,C1225,2024-08-06,S103,Electronics,326.96,3,Yes
T20642,C1160,2024-11-24,S107,Bakery,110.11,8,Yes
T20643,C1118,2025-02-25,S109,Electronics,65.39,4,Yes
T20644,C1148,2025-05-16,S105,Bakery,352.18,4,No
T20645,C1149,2025-02-26,S106,Clothing,61.15,5,No
T20646,C1292,2025-01-09,S110,Beverages,498.47,6,Yes
T20647,C1142,2024-06-30,S102,Bakery,95.81,7,Yes
T20648,C1159,2025-05-11,S103,Electronics,299.1,4,No
T20649,C1010,2024-08-12,S103,Electronics,208.63,8,No
T20650,C1137,2025-05-18,S109,Clothing,67.56,6,Yes
T20651,C1077,2025-03-04,S107,Electronics,18.78,1,Yes
T20652,C1076,2024-07-24,S108,Grocery,313.25,1,No
T20653,C1253,2024-08-15,S110,Beverages,404.34,9,No
T20654,C1257,2025-02-21,S109,Bakery,421.8,10,Yes
T20655,C1290,2025-01-13,S106,Beverages,243.94,6,No
T20656,C1262,2025-04-30,S104,Clothing,389.84,10,Yes
T20657,C1084,2024-11-29,S101,Bakery,338.06,8,Yes
T20658,C1145,2024-08-09,S108,Bakery,363.51,7,Yes
T20659,C1041,2025-05-07,S107,Grocery,248.84,6,No
T20660,C1124,2025-03-29,S102,Clothing,318.54,4,Yes
T20661,C1166,2024-09-30,S108,Electronics,403.74,7,Yes
T20662,C1240,2024-08-23,S105,Grocery,201.95,9,No
T20663,C1279,2025-02-22,S107,Grocery,403.96,10,No
T20664,C1187,2025-05-06,S104,Beverages,298.05,10,Yes
T20665,C1018,2024-12-07,S105,Beverages,87.12,7,Yes
T20666,C1067,2024-11-25,S108,Beverages,17.22,1,No
T20667,C1217,2024-12-01,S101,Grocery,184.56,10,No
T20668,C1101,2024-09-04,S101,Electronics,275.61,9,No
T20669,C1041,2025-03-02,S104,Bakery,420.71,4,Yes
T20670,C1287,2025-02-03,S103,Beverages,68.11,3,Yes
T20671,C1166,2025-02-15,S110,Electronics,401.1,4,Yes
T20672,C1108,2024-06-30,S102,Clothing,432.19,4,No
T20673,C1035,2024-12-17,S103,Beverages,79.59,10,Yes
T20674,C1231,2025-03-16,S101,Bakery,426.54,2,No
T20675,C1228,2025-05-24,S101,Clothing,495.77,1,Yes
T20676,C1163,2025-01-27,S106,Clothing,364.79,10,No
T20677,C1072,2025-01-01,S105,Bakery,393.46,1,Yes
T20678,C1135,2025-02-14,S108,Beverages,497.24,8,Yes
T20679,C1069,2025-02-22,S102,Grocery,304.71,2,No
T20680,C1195,2025-01-31,S104,Bakery,157.4,10,No
T20681,C1268,2024-09-19,S108,Bakery,419.58,5,Yes
T20682,C1048,2024-11-07,S106,Bakery,309.17,4,No
T20683,C1129,2025-02-08,S101,Clothing,292.69,8,No
T20684,C1004,2024-07-09,S104,Electronics,130.55,2,Yes
T20685,C1026,2025-01-23,S101,Grocery,379.39,10,No
T20686,C1159,2025-04-01,S102,Beverages,45.43,9,Yes
T20687,C1148,2025-01-09,S105,Beverages,462.52,7,Yes
T20688,C1263,2024-10-22,S108,Electronics,166.28,7,No
T20689,C1229,2024-10-09,S108,Bakery,68.25,1,No
T20690,C1199,2025-06-06,S103,Grocery,223.97,2,Yes
T20691,C1049,2024-10-25,S104,Beverages,26.02,4,Yes
T20692,C1066,2024-07-15,S110,Beverages,343.89,4,Yes
T20693,C1299,2025-02-08,S106,Bakery,451.84,3,Yes
T20694,C1057,2025-02-12,S110,Electronics,419.45,7,Yes
T20695,C1258,2025-03-10,S103,Grocery,68.05,8,Yes
T20696,C1129,2024-08-25,S102,Electronics,67.5,2,No
T20697,C1214,2025-02-01,S106,Electronics,407.65,4,No
T20698,C1171,2024-07-30,S105,Grocery,462.51,3,No
T20699,C1257,2024-12-22,S110,Grocery,233.03,2,Yes
T20700,C1101,2025-06-02,S105,Beverages,251.99,6,No
T20701,C1208,2025-02-07,S110,Beverages,162.54,4,Yes
T20702,C1290,2024-10-26,S105,Grocery,447.66,6,Yes
T20703,C1285,2025-02-24,S110,Clothing,324.23,2,No
T20704,C1115,2025-04-10,S105,Beverages,147.68,4,Yes
T20705,C1263,2024-10-26,S103,Clothing,152.9,6,Yes
T20706,C1149,2025-02-03,S107,Grocery,446.14,5,Yes
T20707,C1299,2025-01-22,S106,Beverages,11.75,3,Yes
T20708,C1035,2024-10-29,S104,Electronics,164.75,8,Yes
T20709,C1286,2024-10-03,S102,Grocery,279.41,7,Yes
T20710,C1207,2024-08-28,S109,Bakery,78.37,3,No
T20711,C1105,2024-06-26,S101,Clothing,50.59,6,Yes
T20712,C1157,2024-06-24,S104,Grocery,408.56,4,Yes
T20713,C1120,2025-03-20,S101,Grocery,447.73,5,Yes
T20714,C1054,2025-05-04,S106,Beverages,412.69,5,Yes
T20715,C1011,2024-10-25,S104,Beverages,449.9,7,No
T20716,C1144,2025-04-10,S105,Beverages,278.79,5,No
T20717,C1135,2024-08-10,S105,Bakery,407.07,3,Yes
T20718,C1002,2024-09-17,S109,Beverages,195.1,10,Yes
T20719,C1143,2025-03-27,S101,Grocery,334.8,5,Yes
T20720,C1029,2025-04-02,S102,Beverages,494.47,7,No
T20721,C1236,2024-09-22,S106,Electronics,116.74,5,No
T20722,C1278,2024-12-01,S105,Beverages,198.0,5,No
T20723,C1114,2024-11-11,S107,Bakery,242.62,9,No
T20724,C1103,2024-08-08,S103,Electronics,73.32,3,Yes
T20725,C1117,2025-02-03,S103,Grocery,45.11,6,No
T20726,C1004,2024-07-17,S110,Grocery,415.71,1,No
T20727,C1247,2024-11-08,S102,Clothing,488.51,10,Yes
T20728,C1120,2025-05-23,S103,Electronics,205.34,5,Yes
T20729,C1285,2024-09-06,S110,Clothing,48.39,8,No
T20730,C1148,2024-09-30,S101,Electronics,37.58,5,No
T20731,C1083,2025-01-28,S105,Electronics,446.2,9,No
T20732,C1230,2024-12-16,S105,Bakery,234.59,6,No
T20733,C1287,2024-11-25,S107,Clothing,163.41,8,Yes
T20734,C1160,2025-05-20,S104,Bakery,240.85,10,Yes
T20735,C1271,2024-07-26,S103,Electronics,162.56,8,No
T20736,C1037,2024-08-10,S101,Grocery,247.07,3,No
T20737,C1225,2024-09-24,S108,Electronics,430.48,7,No
T20738,C1141,2025-03-03,S103,Bakery,298.19,7,No
T20739,C1291,2025-01-07,S102,Clothing,348.85,10,No
T20740,C1150,2025-03-12,S104,Clothing,185.51,6,Yes
T20741,C1113,2025-03-15,S103,Bakery,370.56,7,Yes
T20742,C1236,2024-08-16,S101,Clothing,334.98,2,Yes
T20743,C1065,2025-05-17,S103,Beverages,64.18,9,No
T20744,C1257,2024-07-17,S102,Grocery,288.46,10,No
T20745,C1248,2025-05-21,S108,Grocery,132.09,10,Yes
T20746,C1179,2024-10-25,S106,Grocery,403.03,1,Yes
T20747,C1189,2025-06-24,S109,Clothing,215.84,1,No
T20748,C1153,2025-04-05,S108,Clothing,497.37,3,Yes
T20749,C1195,2025-05-09,S110,Electronics,50.79,3,No
T20750,C1261,2024-12-12,S103,Electronics,391.27,1,No
T20751,C1142,2025-04-12,S105,Grocery,338.48,7,Yes
T20752,C1100,2025-05-24,S107,Beverages,384.91,4,Yes
T20753,C1243,2025-05-09,S105,Electronics,157.23,10,Yes
T20754,C1011,2025-03-31,S108,Electronics,248.57,2,No
T20755,C1238,2025-04-08,S105,Clothing,399.27,10,No
T20756,C1048,2024-12-07,S101,Beverages,120.11,5,Yes
T20757,C1041,2024-11-25,S105,Grocery,116.89,6,No
T20758,C1165,2024-09-30,S104,Electronics,277.77,9,No
T20759,C1081,2024-10-11,S106,Beverages,264.16,4,No
T20760,C1290,2025-02-02,S103,Beverages,144.72,2,Yes
T20761,C1157,2025-03-22,S105,Grocery,152.55,5,No
T20762,C1215,2024-11-07,S102,Beverages,142.53,3,Yes
T20763,C1157,2024-10-25,S106,Beverages,386.9,2,Yes
T20764,C1133,2025-01-11,S106,Beverages,327.69,1,No
T20765,C1066,2025-04-05,S105,Electronics,417.05,10,Yes
T20766,C1006,2024-12-28,S106,Grocery,487.86,2,No
T20767,C1013,2024-08-25,S107,Beverages,239.71,6,Yes
T20768,C1072,2024-07-14,S105,Beverages,38.01,8,Yes
T20769,C1162,2024-08-11,S101,Electronics,28.81,3,No
T20770,C1065,2024-07-02,S108,Grocery,151.35,9,Yes
T20771,C1129,2024-11-09,S104,Clothing,466.61,9,Yes
T20772,C1205,2025-02-18,S109,Electronics,263.99,2,Yes
T20773,C1275,2025-03-16,S110,Grocery,139.53,8,No
T20774,C1255,2025-01-18,S106,Beverages,202.59,10,No
T20775,C1265,2025-05-17,S101,Grocery,301.3,5,Yes
T20776,C1024,2024-08-19,S103,Grocery,328.21,4,Yes
T20777,C1280,2024-07-22,S103,Grocery,81.19,10,Yes
T20778,C1252,2025-01-24,S110,Clothing,488.63,5,No
T20779,C1288,2024-07-19,S104,Grocery,274.66,4,No
T20780,C1163,2025-04-29,S106,Clothing,72.17,8,Yes
T20781,C1094,2024-12-04,S107,Beverages,447.35,4,No
T20782,C1269,2025-02-18,S110,Clothing,41.95,10,No
T20783,C1109,2024-10-29,S104,Beverages,454.33,6,No
T20784,C1237,2025-03-06,S106,Beverages,498.3,2,No
T20785,C1024,2024-09-13,S101,Clothing,351.71,5,Yes
T20786,C1140,2024-08-02,S108,Electronics,386.37,6,No
T20787,C1116,2025-05-23,S107,Bakery,171.96,5,No
T20788,C1024,2024-10-05,S109,Grocery,471.08,2,Yes
T20789,C1078,2025-05-09,S103,Bakery,267.21,7,Yes
T20790,C1067,2024-11-19,S102,Grocery,367.53,4,No
T20791,C1172,2024-07-07,S101,Grocery,462.43,8,No
T20792,C1011,2024-09-25,S103,Beverages,487.71,7,Yes
T20793,C1287,2024-12-18,S105,Grocery,417.44,7,Yes
T20794,C1127,2025-03-17,S102,Grocery,154.99,9,Yes
T20795,C1095,2025-02-27,S103,Clothing,483.44,1,No
T20796,C1091,2025-04-29,S104,Bakery,315.92,10,No
T20797,C1140,2024-12-06,S107,Clothing,465.67,6,Yes
T20798,C1030,2024-07-01,S103,Grocery,339.67,6,No
T20799,C1019,2024-12-14,S109,Beverages,157.08,6,Yes
T20800,C1145,2024-11-28,S108,Clothing,188.16,6,No
T20801,C1159,2024-10-24,S104,Clothing,277.48,10,Yes
T20802,C1042,2024-09-07,S101,Electronics,396.06,7,Yes
T20803,C1253,2025-05-17,S101,Grocery,162.4,10,No
T20804,C1129,2025-05-06,S101,Beverages,291.97,6,No
T20805,C1059,2024-07-23,S101,Clothing,176.08,1,No
T20806,C1150,2025-01-19,S108,Clothing,408.81,3,No
T20807,C1286,2024-10-02,S103,Beverages,236.03,2,No
T20808,C1004,2024-09-03,S106,Grocery,42.98,6,No
T20809,C1265,2024-09-16,S103,Electronics,87.2,8,Yes
T20810,C1129,2024-10-19,S105,Clothing,35.25,3,No
T20811,C1266,2025-05-27,S107,Electronics,252.15,10,Yes
T20812,C1177,2024-11-04,S102,Bakery,57.64,8,Yes
T20813,C1252,2025-01-14,S106,Grocery,61.5,8,No
T20814,C1055,2024-10-22,S106,Bakery,470.82,5,Yes
T20815,C1082,2024-09-13,S103,Bakery,436.96,8,Yes
T20816,C1098,2024-08-06,S106,Bakery,228.78,6,No
T20817,C1148,2024-10-11,S110,Grocery,492.97,5,No
T20818,C1155,2025-01-14,S110,Grocery,5.09,9,No
T20819,C1189,2024-11-15,S105,Beverages,308.92,7,Yes
T20820,C1262,2025-06-08,S102,Electronics,310.13,8,No
T20821,C1079,2025-02-16,S109,Electronics,231.43,1,No
T20822,C1251,2025-03-11,S108,Beverages,201.49,2,No
T20823,C1096,2024-10-29,S103,Beverages,230.41,8,No
T20824,C1259,2024-07-21,S108,Bakery,210.41,9,Yes
T20825,C1259,2025-03-05,S109,Beverages,366.59,4,No
T20826,C1102,2025-04-26,S103,Clothing,72.0,10,Yes
T20827,C1039,2024-11-12,S103,Electronics,102.83,10,No
T20828,C1272,2024-09-26,S102,Beverages,94.36,9,Yes
T20829,C1100,2024-10-16,S108,Clothing,134.92,4,Yes
T20830,C1220,2024-08-17,S110,Clothing,265.0,10,Yes
T20831,C1123,2024-07-02,S101,Clothing,60.05,10,No
T20832,C1230,2024-09-19,S108,Clothing,434.74,10,Yes
T20833,C1177,2025-03-06,S107,Bakery,152.19,9,No
T20834,C1062,2024-12-04,S107,Clothing,85.46,7,No
T20835,C1115,2024-12-07,S103,Bakery,339.43,2,No
T20836,C1190,2025-02-18,S101,Bakery,23.85,9,No
T20837,C1061,2025-04-23,S104,Clothing,311.88,4,No
T20838,C1255,2024-06-27,S109,Electronics,350.61,8,Yes
T20839,C1006,2025-03-10,S105,Clothing,111.38,7,No
T20840,C1154,2025-02-25,S101,Clothing,25.77,7,Yes
T20841,C1091,2024-10-23,S105,Clothing,185.0,8,Yes
T20842,C1013,2024-07-13,S108,Electronics,53.8,1,Yes
T20843,C1228,2024-07-16,S108,Grocery,62.66,5,Yes
T20844,C1085,2025-01-09,S105,Grocery,130.86,2,Yes
T20845,C1132,2024-12-07,S109,Bakery,151.26,2,Yes
T20846,C1182,2024-11-03,S101,Bakery,267.34,1,Yes
T20847,C1061,2024-10-20,S104,Electronics,340.8,5,No
T20848,C1218,2024-08-14,S103,Beverages,298.42,2,Yes
T20849,C1245,2024-08-03,S102,Grocery,78.44,4,No
T20850,C1229,2024-08-11,S108,Bakery,90.18,3,Yes
T20851,C1078,2025-03-16,S107,Grocery,439.99,3,Yes
T20852,C1148,2025-03-06,S109,Electronics,281.38,2,Yes
T20853,C1137,2025-02-25,S102,Electronics,435.62,6,Yes
T20854,C1064,2025-03-08,S104,Beverages,188.92,2,No
T20855,C1012,2025-06-09,S106,Beverages,309.13,8,No
T20856,C1212,2024-10-23,S103,Electronics,264.21,8,No
T20857,C1241,2025-02-08,S108,Bakery,162.97,5,Yes
T20858,C1212,2024-10-23,S103,Grocery,237.61,10,Yes
T20859,C1180,2024-11-28,S102,Clothing,253.73,7,Yes
T20860,C1172,2025-03-25,S103,Beverages,104.38,4,No
T20861,C1159,2025-04-23,S106,Clothing,160.93,1,Yes
T20862,C1163,2025-04-12,S102,Bakery,396.75,2,No
T20863,C1187,2024-09-26,S108,Beverages,458.32,10,No
T20864,C1190,2024-11-01,S101,Clothing,183.1,10,Yes
T20865,C1255,2024-07-01,S107,Bakery,156.95,4,Yes
T20866,C1182,2024-08-24,S102,Grocery,101.62,1,No
T20867,C1116,2025-01-27,S110,Bakery,340.85,8,No
